*,Activity,Transaction Type ,Submitted By,Submitted For,Submitter Role,Receiving Party,Submit Date,Facility Identifier Scheme,Facility Identifier,Transaction ID,OpeningBalance Date,OpeningBalance Amount,OpeningBalance Currency,OpeningBalance Base Ccy Equivalent,Utilized Amount,Unutilized Amount
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000020,N-380,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000021,N-381,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000021,N-382,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000021,N-383,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000021,N-384,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000021,N-385,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000021,N-386,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000021,N-387,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000021,N-388,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000021,N-389,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000021,N-390,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000021,N-391,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000021,N-392,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000021,N-393,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000021,N-394,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000021,N-395,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000021,N-396,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000021,N-397,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000021,N-398,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000021,N-399,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000021,N-400,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000022,N-401,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000022,N-402,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000022,N-403,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000022,N-404,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000022,N-405,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000022,N-406,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000022,N-407,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000022,N-408,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000022,N-409,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000022,N-410,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000022,N-411,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000022,N-412,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000022,N-413,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000022,N-414,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000022,N-415,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000022,N-416,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000022,N-417,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000022,N-418,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000022,N-419,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000022,N-420,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000023,N-421,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000023,N-422,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000023,N-423,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000023,N-424,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000023,N-425,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000023,N-426,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000023,N-427,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000023,N-428,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000023,N-429,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000023,N-430,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000023,N-431,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000023,N-432,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000023,N-433,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000023,N-434,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000023,N-435,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000023,N-436,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000023,N-437,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000023,N-438,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000023,N-439,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000023,N-440,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000024,N-441,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000024,N-442,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000024,N-443,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000024,N-444,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000024,N-445,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000024,N-446,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000024,N-447,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000024,N-448,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000024,N-449,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000024,N-450,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000024,N-451,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000024,N-452,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000024,N-453,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000024,N-454,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000024,N-455,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000024,N-456,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000024,N-457,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000024,N-458,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000024,N-459,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000024,N-460,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000025,N-461,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000025,N-462,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000025,N-463,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000025,N-464,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000025,N-465,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000025,N-466,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000025,N-467,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000025,N-468,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000025,N-469,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000025,N-470,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000025,N-471,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000025,N-472,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000025,N-473,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000025,N-474,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000025,N-475,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000025,N-476,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000025,N-477,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000025,N-478,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000025,N-479,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000025,N-480,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000026,N-481,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000026,N-482,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000026,N-483,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000026,N-484,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000026,N-485,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000026,N-486,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000026,N-487,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000026,N-488,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000026,N-489,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000026,N-490,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000026,N-491,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000026,N-492,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000026,N-493,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000026,N-494,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000026,N-495,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000026,N-496,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000026,N-497,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000026,N-498,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000026,N-499,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000026,N-500,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000027,N-501,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000027,N-502,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000027,N-503,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000027,N-504,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000027,N-505,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000027,N-506,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000027,N-507,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000027,N-508,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000027,N-509,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000027,N-510,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000027,N-511,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000027,N-512,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000027,N-513,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000027,N-514,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000027,N-515,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000027,N-516,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000027,N-517,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000027,N-518,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000027,N-519,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000027,N-520,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000028,N-521,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000028,N-522,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000028,N-523,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000028,N-524,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000028,N-525,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000028,N-526,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000028,N-527,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000028,N-528,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000028,N-529,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000028,N-530,2017-02-20,100010,USD,100010,100010,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222222,2017-02-20,ISIN,ANSHUL000028,N-531,2017-02-20,100011,USD,100011,100011,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234569,2017-02-20,ISIN,ANSHUL000028,N-532,2017-02-20,100012,USD,100012,100012,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222223,2017-02-20,ISIN,ANSHUL000028,N-533,2017-02-20,100013,USD,100013,100013,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234561,2017-02-20,ISIN,ANSHUL000028,N-534,2017-02-20,100014,USD,100014,100014,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222224,2017-02-20,ISIN,ANSHUL000028,N-535,2017-02-20,100015,USD,100015,100015,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS2222225,2017-02-20,ISIN,ANSHUL000028,N-536,2017-02-20,100016,USD,100016,100016,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234565,2017-02-20,ISIN,ANSHUL000028,N-537,2017-02-20,100017,USD,100017,100017,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234566,2017-02-20,ISIN,ANSHUL000028,N-538,2017-02-20,100018,USD,100018,100018,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234563,2017-02-20,ISIN,ANSHUL000028,N-539,2017-02-20,100019,USD,100019,100019,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234564,2017-02-20,ISIN,ANSHUL000028,N-540,2017-02-20,100020,USD,100020,100020,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,US1L009318,2017-02-20,ISIN,ANSHUL000029,N-541,2017-02-20,100001,USD,100001,100001,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9Z999994,2017-02-20,ISIN,ANSHUL000029,N-542,2017-02-20,100002,USD,100002,100002,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9X999996,2017-02-20,ISIN,ANSHUL000029,N-543,2017-02-20,100003,USD,100003,100003,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,ZW9W999997,2017-02-20,ISIN,ANSHUL000029,N-544,2017-02-20,100004,USD,100004,100004,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L122575,2017-02-20,ISIN,ANSHUL000029,N-545,2017-02-20,100005,USD,100005,100005,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L206998,2017-02-20,ISIN,ANSHUL000029,N-546,2017-02-20,100006,USD,100006,100006,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CH1L156797,2017-02-20,ISIN,ANSHUL000029,N-547,2017-02-20,100007,USD,100007,100007,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,CS11111111,2017-02-20,ISIN,ANSHUL000029,N-548,2017-02-20,100008,USD,100008,100008,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234567,2017-02-20,ISIN,ANSHUL000029,N-549,2017-02-20,100009,USD,100009,100009,0
,New,OpeningBalance,US1L015752,US1L015752,AGENT,LDR1234568,2017-02-20,ISIN,ANSHUL000029,N-550,2017-02-20,100010,USD,100010,100010,0
